question,ground_truth
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.1.2 state exactly? Answer with only the text of the rule and no other words.,"Any chassis design that combines the Tube Frame, Monocoque, tubing and/or composite
types must:
a. Meet all relevant requirements F.5.1.1
b. Show Equivalence F.2.3, as applicable
c. Any connections must meet F.5.4, F.5.5, F.7.8 as applicable, or Equivalent."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.2.1 state exactly? Answer with only the text of the rule and no other words.,"The minimum radius of any bend, measured at the tube centerline, must be three or more
times the tube outside diameter (3 x OD)."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.2.2 state exactly? Answer with only the text of the rule and no other words.,Bends must be smooth and continuous with no evidence of crimping or wall failure.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.2.3 state exactly? Answer with only the text of the rule and no other words.,"If a bent tube (or member consisting of multiple tubes that are not in a line) is used anywhere
in the Primary Structure other than the Roll Hoops (see F.5.6.2), an additional tube must be
attached to support it.
a. The support tube attachment point must be at the position along the bent tube where it
deviates farthest from a straight line connecting both ends
b. The support tube must terminate at a node of the chassis
c. The support tube for any bent tube (other than the Upper Side Impact Member or
Shoulder Harness Mounting Bar) must be:
• The same diameter and thickness as the bent tube
• Angled no more than 30° from the plane of the bent tube"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.3.1 state exactly? Answer with only the text of the rule and no other words.,Any holes in any regulated tubing (other than inspection holes) must be addressed on the SES.
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.3.2 state exactly? Answer with only the text of the rule and no other words.,"Technical Inspectors may check the compliance of all tubes. This may be done by ultrasonic
testing or by the drilling of inspection holes on request."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.3.3 state exactly? Answer with only the text of the rule and no other words.,"Regulated tubing other than the open lower ends of Roll Hoops must have any open ends
closed by a welded cap or inserted metal plug."
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.4.1 state exactly? Answer with only the text of the rule and no other words.,"Bolted connections in the Primary Structure must use a removable bolt and nut.
Bonded fasteners and blind nuts and bolts do not meet this requirement"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.4.2 state exactly? Answer with only the text of the rule and no other words.,"Threaded fasteners used in Primary Structure are Critical Fasteners, see T.8.2"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.4.3 state exactly? Answer with only the text of the rule and no other words.,"Bolted connections in the Primary Structure using tabs or brackets must have an edge
distance ratio “e/D” of 1.5 or higher
“D” equals the hole diameter. “e” equals the distance from the edge of the hole to the nearest
free edge
Tabs attaching the Suspension to the Primary Structure are NOT “in the Primary Structure”"
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.5.1 state exactly? Answer with only the text of the rule and no other words.,Adhesive used and referenced bonding strength must be appropriate for both substrate types
We are a student engineering team designing a vehicle for the FSAE competition. Attached is the FSAE rules document. What does rule F.5.5.2 state exactly? Answer with only the text of the rule and no other words.,"Document the adhesive choice, age and expiration date, substrate preparation, and the
equivalency of the bonded joint in the SES"
